tgl,manufacture,version,max_slot,iploopback,hostname,self_slot,tipe_card,tipe_card_1,cap,port_used,port_idle,list_port_used,node,file2_sto_a,file2_types,file2_platform,file2_sto,file2_sto_l,file2_witel,file2_reg,file2_cluster,file2_longitude,file2_latitude
,,,,,GPON03-D5-BIM-3,,,,,,,,,BIM,C300v2,HUAWEI,BIM,BIMA,NTB,5,,118.7263,-8.44735
,,,,,GPON03-D5-BIM-3WWO,,,,,,,,,BIM,C320v2,HUAWEI,BIM,BIMA,NTB,5,,118.7263,-8.44735
,,,,,GPON03-D5-BJN-3DNR,,,,,,,,,BJN,C320v2,HUAWEI,BJN,BOJONEGORO,MADIUN,5,,111.88217,-7.15444
,,,,,GPON03-D5-BJW-3AIM,,,,,,,,,BJW,C320v2,HUAWEI,BJW,BAJAWA,NTT,5,,120.97607,-8.78763
,,,,,GPON03-D5-BKL-2,,,,,,,,,BKL,MA5600T,HUAWEI,BKL,BANGKALAN,MADURA,5,,112.7524,-7.0255
,,,,,GPON03-D5-BLB-5,,,,,,,,,BLB,7360 ISAM FX R5.6,HUAWEI,BLB,BELIMBING,MALANG,5,,112.6381,-7.95517
,,,,,GPON03-D5-BLI-3,,,,,,,,,BLI,C600,,BLI,BANGLI,SINGARAJA,5,,115.34624,-8.27191
,,,,,GPON03-D5-BLI-3RND,,,,,,,,,BLI,,HUAWEI,BLI,BANGLI,SINGARAJA,5,,115.34624,-8.27191
,,,,,GPON03-D5-BLR-3,,,,,,,,,BLR,C300v2,HUAWEI,BLR,BLITAR,KEDIRI,5,,112.17113,-8.09953
,,,,,GPON03-D5-BNL-2,,,,,,,,,BNL,MA5800-X17,HUAWEI,BNL,BANGIL,PASURUAN,5,,112.78891,-7.60073
,,,,,GPON03-D5-BNO-3,,,,,,,,,BNO,C300v2,HUAWEI,BNO,BENOA,DENPASAR,5,,115.21616,-8.70775
,,,,,GPON03-D5-BOW-3,,,,,,,,,BOW,C300v2,HUAWEI,BOW,BONDOWOSO,JEMBER,5,,113.81837,-7.92225
,,,,,GPON03-D5-BRG-3AJW,,,,,,,,,BRG,C620,HUAWEI,BRG,BURING,MALANG,5,,112.65726,-8.01117
,,,,,GPON03-D5-BTR-3SGN,,,,,,,,,BTR,OTHER,HUAWEI,BTR,BATURITI,SINGARAJA,5,,115.1864,-8.33054
,,,,,GPON03-D5-BTU-3,,,,,,,,,BTU,C320v2,HUAWEI,BTU,BATU,MALANG,5,,112.5239,-7.87069
,,,,,GPON03-D5-BWG-3,,,,,,,,,BWG,C300v2,HUAWEI,BWG,BANYUWANGI,JEMBER,5,,114.37589,-8.21212
,,,,,GPON03-D5-CRM-5,,,,,,,,,CRM,7360 ISAM FX R5.6,,CRM,CERME,SURABAYA UTARA,5,,112.56363,-7.2348
,,,,,GPON03-D5-DMO-3,,,,,,,,,DMO,,,DMO,DARMO,SURABAYA SELATAN,5,,112.7361,-7.28933
,,,,,GPON03-D5-DMP-3MGL,,,,,,,,,DMP,C320v2,HUAWEI,DMP,DOMPU,NTB,5,,118.4615,-8.5395
,,,,,GPON03-D5-DPT-3PJH,,,,,,,,,DPT,,HUAWEI,DPT,DAMPIT,MALANG,5,,112.7538,-8.21364
,,,,,GPON03-D5-EMP-3,,,,,,,,,EMP,OTHER,HUAWEI,EMP,EMPANG,NTB,5,,118.0008,-8.77385
,,,,,GPON03-D5-END-3,,,,,,,,,END,C600,HUAWEI,END,ENDE,NTT,5,,121.65044,-8.84225
,,,,,GPON03-D5-GDA-2,,,,,,,,,GDA,,,GDA,GEDANGAN,SIDOARJO,5,,112.7333,-7.38622
,,,,,GPON03-D5-GDA-2CMD,,,,,,,,,GDA,MA5800-X2,HUAWEI,GDA,GEDANGAN,SIDOARJO,5,,112.7333,-7.38622
,,,,,GPON03-D5-GDG-3,,,,,,,,,GDG,C600,,GDG,GADANG,MALANG,5,,112.6284,-8.02014
,,,,,GPON03-D5-GEM-2,,,,,,,,,GEM,,,GEM,GEMPOL,SIDOARJO,5,,112.6969,-7.54791
,,,,,GPON03-D5-GEN-3,,,,,,,,,GEN,C600,HUAWEI,GEN,GENTENG,JEMBER,5,,114.1465,-8.36447
,,,,,GPON03-D5-GIN-3,,,,,,,,,GIN,C300v2,HUAWEI,GIN,GIANYAR,SINGARAJA,5,,115.3235,-8.54296
,,,,,GPON03-D5-GMK-3,,,,,,,,,GMK,OTHER,HUAWEI,GMK,GILIMANUK,SINGARAJA,5,,114.4359,-8.16763
,,,,,GPON03-D5-GND-2BTK,,,,,,,,,GND,MA5800-X2,HUAWEI,GND,GENDING,PASURUAN,5,,113.3067131,-7.8090562
,,,,,GPON03-D5-GRA-2,,,,,,,,,GRA,MA5800-X2,HUAWEI,GRA,GRATI,PASURUAN,5,,112.9997,-7.70801
,,,,,GPON03-D5-GRA-2A,,,,,,,,,GRA,,HUAWEI,GRA,GRATI,PASURUAN,5,,112.9997,-7.70801
,,,,,GPON03-D5-GSK-3,,,,,,,,,GSK,C300v2,HUAWEI,GSK,GRESIK,SURABAYA UTARA,5,,112.61778,-7.13535
,,,,,GPON03-D5-GUR-3,,,,,,,,,GUR,OTHER,HUAWEI,GUR,GURAH,KEDIRI,5,,112.0874,-7.801
,,,,,GPON03-D5-IJK-5,,,,,,,,,IJK,7360 ISAM FX R5.6,HUAWEI,IJK,INJOKO,SURABAYA SELATAN,5,,112.7243,-7.33439
,,,,,GPON03-D5-JBR-5,,,,,,,,,JBR,7360 ISAM FX R5.6,HUAWEI,JBR,JIMBARAN,DENPASAR,5,,115.17391,-8.76732
,,,,,GPON03-D5-JER-3,,,,,,,,,JER,C600,HUAWEI,JER,JEMBER,JEMBER,5,,113.6934,-8.17474
,,,,,GPON03-D5-JGO-3,,,,,,,,,JGO,C600,HUAWEI,JGO,JOGOROGO,MADIUN,5,,111.2468,-7.52486
,,,,,GPON03-D5-JOM-2,,,,,,,,,JOM,MA5800-X17,HUAWEI,JOM,JOMBANG,SIDOARJO,5,,112.40593,-7.65935
,,,,,GPON03-D5-JTO-2RDA,,,,,,,,,JTO,,HUAWEI,JTO,JATIROTO,PASURUAN,5,,113.36192,-8.11872
,,,,,GPON03-D5-JTR-2SGH,,,,,,,,,JTR,MA5800-X2,HUAWEI,JTR,JATIROGO,MADIUN,5,,111.658,-6.885
,,,,,GPON03-D5-KBL-5,,,,,,,,,KBL,7360 ISAM FX R6.5,,KBL,KEBALEN,SURABAYA UTARA,5,,112.7355,-7.23147
,,,,,GPON03-D5-KBS-3,,,,,,,,,KBS,C300v2,HUAWEI,KBS,KEBONSARI JEMBER,JEMBER,5,,113.7038,-8.182
,,,,,GPON03-D5-KDI-3,,,,,,,,,KDI,C300v2,HUAWEI,KDI,KEDIRI,KEDIRI,5,,112.01715,-7.81488
,,,,,GPON03-D5-KDU-2,,,,,,,,,KDU,,,KDU,KALITIDU,MADIUN,5,,111.77318,-7.13031
,,,,,GPON03-D5-KEF-5NMT,,,,,,,,,KEF,,HUAWEI,KEF,KEFAMENANU,NTT,5,,124.47642,-9.45506
,,,,,GPON03-D5-KEP-3,,,,,,,,,KEP,C600,,KEP,KEPANJEN,MALANG,5,,112.5714,-8.1327
,,,,,GPON03-D5-KKH-2,,,,,,,,,KKH,,,KKH,KLAKAH,PASURUAN,5,,113.25126,-7.99436
,,,,,GPON03-D5-KLJ-3,,,,,,,,,KLJ,C300v2,HUAWEI,KLJ,KLOJEN,MALANG,5,,112.6159,-7.96448
,,,,,GPON03-D5-KLM-3,,,,,,,,,KLM,C300v2,HUAWEI,KLM,KALIASEM,DENPASAR,5,,115.21865,-8.65481
,,,,,GPON03-D5-KNN-3,,,,,,,,,KNN,C600,HUAWEI,KNN,KANDANGAN,SURABAYA UTARA,5,,112.6628943,-7.2683747
,,,,,GPON03-D5-KNT-3AWN,,,,,,,,,KNT,C620,HUAWEI,KNT,KINTAMANI,SINGARAJA,5,,115.3462,-8.27233
,,,,,GPON03-D5-KPN-5,,,,,,,,,KPN,7360 ISAM FX R5.6,HUAWEI,KPN,KUPANG,NTT,5,,123.61106,-10.17139
,,,,,GPON03-D5-KPO-3,,,,,,,,,KPO,C300v2,,KPO,KARANG PLOSO,MALANG,5,,107.5745,-6.96889
,,,,,GPON03-D5-KRN-2,,,,,,,,,KRN,MA5600T,HUAWEI,KRN,KRIAN,SIDOARJO,5,,112.5837,-7.40947
,,,,,GPON03-D5-KRN-2JDC,,,,,,,,,KRN,,HUAWEI,KRN,KRIAN,SIDOARJO,5,,112.5837,-7.40947
,,,,,GPON03-D5-KRP-2,,,,,,,,,KRP,MA5600T,HUAWEI,KRP,KARANGPILANG,SURABAYA UTARA,5,,112.6955,-7.33335
,,,,,GPON03-D5-KRZ-2PSE,,,,,,,,,KRZ,,HUAWEI,KRZ,KRAKSAAN,PASURUAN,5,,113.4153,-7.76178
,,,,,GPON03-D5-KTS-3,,,,,,,,,KTS,C600,,KTS,KERTOSONO,KEDIRI,5,,112.1021,-7.59036
,,,,,GPON03-D5-KUT-5,,,,,,,,,KUT,7360 ISAM FX R5.6,HUAWEI,KUT,KUTA,DENPASAR,5,,115.17798,-8.73655
,,,,,GPON03-D5-LBO-3IDC,,,,,,,,,LBO,OTHER,HUAWEI,LBO,LABUAN BAJO,NTT,5,,119.88468,-8.49819
,,,,,GPON03-D5-LCE-2,,,,,,,,,LCE,,,LCE,LECES,PASURUAN,5,,113.2277,-7.83421
,,,,,GPON03-D5-LKI-3,,,,,,,,,LKI,C300v2,HUAWEI,LKI,LAKARSANTRI,SURABAYA UTARA,5,,112.6685,-7.31192
,,,,,GPON03-D5-LMJ-2,,,,,,,,,LMJ,MA5600T,HUAWEI,LMJ,LUMAJANG,PASURUAN,5,,113.2231,-8.13341
,,,,,GPON03-D5-LRT-5BRU,,,,,,,,,LRT,7360 ISAM FX R6.0,,LRT,LARANTUKA,NTT,5,,123.00356,-8.32777
,,,,,GPON03-D5-LWG-3,,,,,,,,,LWG,C600,HUAWEI,LWG,LAWANG,MALANG,5,,112.6969,-7.83658
,,,,,GPON03-D5-MGT-3PRG,,,,,,,,,MGT,C320v2,HUAWEI,MGT,MAGETAN,MADIUN,5,,111.3292,-7.65744
,,,,,GPON03-D5-MJT-3,,,,,,,,,MJT,OTHER,HUAWEI,MJT,MOJOROTO,KEDIRI,5,,111.9989,-7.81722
,,,,,GPON03-D5-MJT-GRINGGING-3,,,,,,,,,MJT,C320v2,,MJT,MOJOROTO,KEDIRI,5,,111.9989,-7.81722
,,,,,GPON03-D5-MLG-3,,,,,,,,,MLG,OTHER,,MLG,MALANG,MALANG,5,,112.6296,-7.98047
,,,,,GPON03-D5-MLK-3,,,,,,,,,MLK,C600,HUAWEI,MLK,MALUK,NTB,5,,116.74985,-8.90814
,,,,,GPON03-D5-MMN-3,,,,,,,,,MMN,C300v2,HUAWEI,MMN,MONANG MANING,DENPASAR,5,,115.19952,-8.66354
,,,,,GPON03-D5-MMR-3GLT,,,,,,,,,MMR,C320v2,HUAWEI,MMR,MAUMERE,NTT,5,,122.21726,-8.62756
,,,,,GPON03-D5-MNZ-3,,,,,,,,,MNZ,C300v2,HUAWEI,MNZ,MADIUN,MADIUN,5,,111.52798,-7.65184
,,,,,GPON03-D5-MRR-2JEN,,,,,,,,,MRR,MA5800-X2,HUAWEI,MRR,MERAKURAK,MADIUN,5,,111.98663,-6.87197
,,,,,GPON03-D5-MRT-2,,,,,,,,,MRT,MA5600T,HUAWEI,MRT,MOJOKERTO,SIDOARJO,5,,112.435,-7.464
,,,,,GPON03-D5-MSP-3,,,,,,,,,MSP,C300v2,HUAWEI,MSP,MAOSPATI,MADIUN,5,,111.45149,-7.60591
,,,,,GPON03-D5-MTR-3,,,,,,,,,MTR,C300v2,HUAWEI,MTR,MATARAM,NTB,5,,116.0977,-8.58303
,,,,,GPON03-D5-MTR-5KKR,,,,,,,,,MTR,7360 ISAM FX R6.5,HUAWEI,MTR,MATARAM,NTB,5,,116.0977,-8.58303
,,,,,GPON03-D5-MYR-2,,,,,,,,,MYR,MA5600T,HUAWEI,MYR,MANYAR,SURABAYA SELATAN,5,,112.7816,-7.28517
,,,,,GPON03-D5-MYR-3,,,,,,,,,MYR,OTHER,,MYR,MANYAR,SURABAYA SELATAN,5,,112.7816,-7.28517
,,,,,GPON03-D5-NDA-5,,,,,,,,,NDA,7360 ISAM FX R5.6,,NSD,NUSA DUA,DENPASAR,5,,115.22753,-8.80275
,,,,,GPON03-D5-NGR-3,,,,,,,,,NGR,,HUAWEI,NGR,NEGARA,SINGARAJA,5,,114.6214,-8.35675
,,,,,GPON03-D5-NGU-3,,,,,,,,,NGU,OTHER,HUAWEI,NGU,NGUNUT,KEDIRI,5,,112.00826,-8.11023
,,,,,GPON03-D5-NJK-3,,,,,,,,,NJK,C600,HUAWEI,NJK,NGANJUK,KEDIRI,5,,112.01982,-7.62628
,,,,,GPON03-D5-NTG-3,,,,,,,,,NTG,OTHER,HUAWEI,NTG,NGANTANG,MALANG,5,,112.3745,-7.8489
,,,,,GPON03-D5-NWI-3GNG,,,,,,,,,NWI,,,NWI,NGAWI,MADIUN,5,,111.44605,-7.40363
,,,,,GPON03-D5-OSP-5NOE,,,,,,,,,OSP,7360 ISAM FX R6.0,HUAWEI,OSP,OESAPA,NTT,5,,123.65663,-10.15125
,,,,,GPON03-D5-PAD-3KCN,,,,,,,,,PAD,,HUAWEI,PAD,PULAU PADANG,MADIUN,5,,111.6536,-7.17089
,,,,,GPON03-D5-PAE-3,,,,,,,,,PAE,OTHER,,PAE,PARE,KEDIRI,5,,112.1966,-7.76908
,,,,,GPON03-D5-PBL-3,,,,,,,,,PBL,C300v2,HUAWEI,PBL,PROBOLINGGO,PASURUAN,5,,113.21488,-7.75004
,,,,,GPON03-D5-PDA-2,,,,,,,,,PDA,MA5600T,HUAWEI,PDA,PANDAAN,SIDOARJO,5,,112.7002,-7.6491
,,,,,GPON03-D5-PII-3,,,,,,,,,PII,C300v2,HUAWEI,PII,PASIRIAN,PASURUAN,5,,113.11456,-8.21384
,,,,,GPON03-D5-PKS-3,,,,,,,,,PKS,C320v2,HUAWEI,PKS,PAKIS,MALANG,5,,111.1607,-8.18308
,,,,,GPON03-D5-PLG-3,,,,,,,,,PLG,OTHER,HUAWEI,PLG,PULUNG,MADIUN,5,,111.6194,-7.87267
,,,,,GPON03-D5-PME-3,,,,,,,,,PME,C600,HUAWEI,PME,PAMEKASAN,MADURA,5,,113.48207,-7.16419
,,,,,GPON03-D5-PNZ-3NWG,,,,,,,,,PNZ,C320v2,HUAWEI,PNZ,PACITAN,MADIUN,5,,111.30475,-8.18733
,,,,,GPON03-D5-PON-3JBG,,,,,,,,,PON,C620,HUAWEI,PON,PONOROGO,MADIUN,5,,111.41926,-8.00997
,,,,,GPON03-D5-PPR-MINGGIRAN-3,,,,,,,,,PPR,C320v2,,PPR,PAPAR,KEDIRI,5,,112.0779,-7.69481
,,,,,GPON03-D5-PSN-2,,,,,,,,,PSN,,,PSN,STO PASURUAN,PASURUAN,5,,112.9009,-7.65136
,,,,,GPON03-D5-PYA-3,,,,,,,,,PYA,C600,HUAWEI,PRY,PRAYA,NTB,5,,116.2798,-8.70783
,,,,,GPON03-D5-RGL-2PMP,,,,,,,,,RGL,MA5800-X2,HUAWEI,RGL,RENGEL,MADIUN,5,,112.0126,-7.05847
,,,,,GPON03-D5-RGL-3,,,,,,,,,RGL,C300v2,,RGL,RENGEL,MADIUN,5,,112.0126,-7.05847
,,,,,GPON03-D5-RKT-2,,,,,,,,,RKT,MA5600T,HUAWEI,RKT,RUNGKUT,SURABAYA SELATAN,5,,112.7454,-7.32919
,,,,,GPON03-D5-RTE-3LBR,,,,,,,,,RTE,C320v2,HUAWEI,RTE,RUTENG,NTT,5,,120.4625,-8.61321
,,,,,GPON03-D5-SAU-5,,,,,,,,,SAU,7360 ISAM FX R5.6,HUAWEI,SAU,SANUR,DENPASAR,5,,115.25658,-8.68417
,,,,,GPON03-D5-SBW-3MHL,,,,,,,,,SBW,C320v2,HUAWEI,SBW,SUMBAWA BESAR,NTB,5,,117.4259,-8.49733
,,,,,GPON03-D5-SDA-3,,,,,,,,,SDA,C300v2,HUAWEI,SDA,SIDOARJO,SIDOARJO,5,,112.7175,-7.44883
,,,,,GPON03-D5-SDO-2,,,,,,,,,SDO,,,SDO,SENDURO,PASURUAN,5,,113.1,-8.10175
,,,,,GPON03-D5-SGR-3BDL,,,,,,,,,SGR,C300v2,HUAWEI,SGR,SINGARAJA,SINGARAJA,5,,115.0921,-8.1123
,,,,,GPON03-D5-SGS-3DNK,,,,,,,,,SGS,C620,,SGS,SINGOSARI,MALANG,5,,112.666,-7.89367
,,,,,GPON03-D5-SIT-3,,,,,,,,,SIT,C600,HUAWEI,SIT,SITUBONDO,JEMBER,5,,114.0128,-7.70303
,,,,,GPON03-D5-SLH-3,,,,,,,,,SLH,C600,HUAWEI,SLH,SLAHUNG,MADIUN,5,,111.4273,-7.98217
,,,,,GPON03-D5-SLH-3SLH,,,,,,,,,SLH,C320v2,,SLH,SLAHUNG,MADIUN,5,,111.4273,-7.98217
,,,,,GPON03-D5-SMA-3NLB,,,,,,,,,SMA,C320v2,,SMA,SEMARAPURA,SINGARAJA,5,,111.167,-2.73386
,,,,,GPON03-D5-SMJ-2KNR,,,,,,,,,SMJ,MA5800-X2,HUAWEI,SMJ,SUMBERREJO,MADIUN,5,,111.9977,-7.17856
,,,,,GPON03-D5-SMP-2,,,,,,,,,SMP,MA5800-X17,HUAWEI,SMP,SUMENEP,MADURA,5,,113.875,-7.01867
,,,,,GPON03-D5-SMY-3,,,,,,,,,SMY,C300v2,HUAWEI,SMY,SEMINYAK,DENPASAR,5,,115.16471,-8.67009
,,,,,GPON03-D5-SOE-5KPN,,,,,,,,,SOE,,,SOE,SOE,NTT,5,,124.28897,-9.85856
,,,,,GPON03-D5-SPJ-2,,,,,,,,,SPJ,MA5600T,HUAWEI,SPJ,SEPANJANG,SIDOARJO,5,,112.6941,-7.34939
,,,,,GPON03-D5-SPJ-2KJG,,,,,,,,,SPJ,,HUAWEI,SPJ,SEPANJANG,SIDOARJO,5,,112.6941,-7.34939
,,,,,GPON03-D5-SRR-3SUB,,,,,,,,,SRR,C620,HUAWEI,SRR,SERIRIT,SINGARAJA,5,,114.9335,-8.19255
,,,,,GPON03-D5-SWI-3,,,,,,,,,SWI,C300v2,HUAWEI,SWI,SUKAWATI,DENPASAR,5,,115.27714,-8.60207
,,,,,GPON03-D5-SWJ-3CSB,,,,,,,,,SWJ,C620,HUAWEI,SWJ,SAWOJAJAR,MALANG,5,,112.6627,-7.97987
,,,,,GPON03-D5-TBN-3ANT,,,,,,,,,TBN,C300v2,HUAWEI,TBN,TABANAN,SINGARAJA,5,,115.1247,-8.53793
,,,,,GPON03-D5-TET-3MNT,,,,,,,,,TET,C320v2,HUAWEI,TET,TENTE,NTB,5,,118.6936,-8.59664
,,,,,GPON03-D5-TGU-3,,,,,,,,,TGU,C600,HUAWEI,TGU,TANGGUL,JEMBER,5,,113.4523,-8.16293
,,,,,GPON03-D5-TLW-3STL,,,,,,,,,TLW,C320v2,HUAWEI,TLW,TALIWANG,NTB,5,,116.8546,-8.74355
,,,,,GPON03-D5-TMP-3GBK,,,,,,,,,TMP,OTHER,,TMP,TUMPANG,MALANG,5,,112.7627,-8.00078
,,,,,GPON03-D5-TNS-3,,,,,,,,,TNS,C300v2,HUAWEI,TNS,TANDES,SURABAYA UTARA,5,,112.69813,-7.27441
,,,,,GPON03-D5-TNZ-2KAG,,,,,,,,,TNZ,MA5800-X2,HUAWEI,TNZ,TUBAN,MADIUN,5,,112.06753,-6.89455
,,,,,GPON03-D5-TPH-2,,,,,,,,,TPH,,,TPH,TEMPEH,PASURUAN,5,,113.1667,-8.2
,,,,,GPON03-D5-TPO-5,,,,,,,,,TPO,7360 ISAM FX R5.6,HUAWEI,TPO,WARU II TROPODO,SURABAYA SELATAN,5,,112.76378,-7.35713
,,,,,GPON03-D5-TRE-3,,,,,,,,,TRE,C600,HUAWEI,TRE,TRENGGALEK,KEDIRI,5,,111.7072,-8.05256
,,,,,GPON03-D5-TRE-5PUL,,,,,,,,,TRE,,HUAWEI,TRE,TRENGGALEK,KEDIRI,5,,111.7072,-8.05256
,,,,,GPON03-D5-TUL-3,,,,,,,,,TUL,C300v2,HUAWEI,TUL,TULUNGAGUNG,KEDIRI,5,,111.90599,-8.06543
,,,,,GPON03-D5-TUN-2,,,,,,,,,TUN,,,TUN,TULANGAN,SIDOARJO,5,,112.6522,-7.48506
,,,,,GPON03-D5-UBN-3,,,,,,,,,UBN,C300v2,HUAWEI,UBN,UBUNG,DENPASAR,5,,115.20662,-8.63442
,,,,,GPON03-D5-UBU-3,,,,,,,,,UBU,C300v2,HUAWEI,UBU,UBUD,SINGARAJA,5,,115.271,-8.50735
,,,,,GPON03-D5-WGP-3WGA,,,,,,,,,WGP,C320v2,HUAWEI,WGP,WAINGAPU,NTT,5,,120.26494,-9.65394
,,,,,GPON03-D5-WKB-3ANA,,,,,,,,,WKB,C320v2,HUAWEI,WKB,WAIKABUBAK,NTT,5,,119.40931,-9.63753
,,,,,GPON03-D5-WKU-3MTG,,,,,,,,,WKU,C320v2,HUAWEI,WKU,WALIKUKUN,MADIUN,5,,111.2234,-7.40271
,,,,,GPON03-D5-WRU-5,,,,,,,,,WRU,7360 ISAM FX R6.5,HUAWEI,WRU,WARU,SURABAYA SELATAN,5,,113.5616,-6.93399
,,,,,GPON03-D6-AMP-4,,,,,,,,,AMP,,NOKIA,AMP,AMPAH,PALANGKARAYA,6,,115.1646,-1.81033
,,,,,GPON03-D6-AMP-4PAT,,,,,,,,,AMP,,,AMP,AMPAH,PALANGKARAYA,6,,115.1646,-1.81033
,,,,,GPON03-D6-AMT-5,,,,,,,,,AMT,,NOKIA,AMT,AMUNTAI,BANJARMASIN,6,,115.10966,2.63232
,,,,,GPON03-D6-BAM-3BLP,,,,,,,,,BAM,OTHER,,BAM,BATU AMPAR,BALIKPAPAN,6,,116.855,-1.21792
,,,,,GPON03-D6-BBR-2,,,,,,,,,BBR,MA5600T,HUAWEI,BBR,BANJARBARU,BANJARMASIN,6,,114.8472,-3.44279
,,,,,GPON03-D6-BDO-2TYN,,,,,,,,,BDO,,,BDO,BODOK,PONTIANAK,6,,110.43657,0.20385
,,,,,GPON03-D6-BIG-2BDI,,,,,,,,,BIG,MA5800-X2,HUAWEI,BIG,BALAI KARANGAN,PONTIANAK,6,,110.42539,0.82217
,,,,,GPON03-D6-BJM-2,,,,,,,,,BJM,MA5600T,HUAWEI,BJM,BANJARMASIN,BANJARMASIN,6,,114.5919,-3.32508
,,,,,GPON03-D6-BLC-3,,,,,,,,,BLC,C300v2,NOKIA,BLC,BATULICIN,BANJARMASIN,6,,115.28931,-3.63496
,,,,,GPON03-D6-BLN-4KRN,,,,,,,,,BLN,,,BLN,BENGALON,SAMARINDA,6,,116.0027,-3.44925
,,,,,GPON03-D6-BNT-4KLH,,,,,,,,,BNT,AN6000-2,NOKIA,BNT,BUNTOK,PALANGKARAYA,6,,114.8497,-1.7145
,,,,,GPON03-D6-BOT-3,,,,,,,,,BOT,C300v2,CISCO,BOT,BONTANG,SAMARINDA,6,,117.4804,0.13582
,,,,,GPON03-D6-BRU-5,,,,,,,,,BRU,7360 ISAM FX R5.6,NOKIA,BRU,BALIKPAPAN BARU,BALIKPAPAN,6,,116.8728,-1.2391
,,,,,GPON03-D6-BTB-2,,,,,,,,,BTB,MA5800-X17,,BTB,BATI-BATI,BANJARMASIN,6,,114.70528,-3.59583
,,,,,GPON03-D6-GSA-3,,,,,,,,,GSA,C300v2,NOKIA,GSA,GUNUNG SARI,BALIKPAPAN,6,,116.83664,-1.2557
,,,,,GPON03-D6-KBG-4LKA,,,,,,,,,KBG,,,KBG,KOTA BANGUN,SAMARINDA,6,,116.59459,0.27152
,,,,,GPON03-D6-KDG-2,,,,,,,,,KDG,MA5800-X17,,KDG,KANDANGAN,BANJARMASIN,6,,115.27125,2.78228
,,,,,GPON03-D6-KKN-4KMP,,,,,,,,,KKN,,NOKIA,KKN,KUALA KURUN,PALANGKARAYA,6,,113.86819,-1.10055
,,,,,GPON03-D6-KKP-4,,,,,,,,,KKP,,NOKIA,KKP,KUALA KAPUAS,PALANGKARAYA,6,,114.3877,-3.01104
,,,,,GPON03-D6-KKU-2TML,,,,,,,,,KKU,MA5800-X2,HUAWEI,KKU,KAYONG UTARA,PONTIANAK,6,,109.91841,-1.2284
,,,,,GPON03-D6-KSO-4KRP,,,,,,,,,KSO,AN6000-2,,KSO,KASONGAN,PALANGKARAYA,6,,113.39058,-1.91091
,,,,,GPON03-D6-KTB-3,,,,,,,,,KTB,C300v2,,KTB,MDF KS TUBUN BALIKPAPAN,BALIKPAPAN,6,,116.2302,-3.23583
,,,,,GPON03-D6-KTP-2,,,,,,,,,KTP,MA5800-X17,ZTE,KTP,KETAPANG,PONTIANAK,6,,109.3334376,-0.0332697
,,,,,GPON03-D6-KTP-3,,,,,,,,,KTP,,ZTE,KTP,KETAPANG,PONTIANAK,6,,109.3334376,-0.0332697
,,,,,GPON03-D6-KWN-2WHW,,,,,,,,,KWN,MA5800-X2,HUAWEI,KWN,KENDAWANGAN,PONTIANAK,6,,110.2002736,-2.515946
,,,,,GPON03-D6-KYG-3,,,,,,,,,KYG,C300v2,NOKIA,KYG,KAYUTANGI,BANJARMASIN,6,,114.58608,-3.28842
,,,,,GPON03-D6-LIK-3,,,,,,,,,LIK,C300v2,NOKIA,LIK,LONGIKIS,BALIKPAPAN,6,,116.16101,-1.61042
,,,,,GPON03-D6-LMP-4,,,,,,,,,LMP,AN5116-06B,CISCO,LMP,LAMPAKE,SAMARINDA,6,,117.1914,-0.4534
,,,,,GPON03-D6-LNN-4LGG,,,,,,,,,LNN,,,LNN,LABANAN,TARAKAN,6,,117.30271,2.06611
,,,,,GPON03-D6-LOB-4,,,,,,,,,LOB,AN5116-06B,CISCO,LOB,LOABAKUNG,SAMARINDA,6,,117.1113,-0.52064
,,,,,GPON03-D6-LUL-3,,,,,,,,,LUL,C300v2,NOKIA,LUL,LANDASAN ULIN,BANJARMASIN,6,,114.61061,-3.33026
,,,,,GPON03-D6-MBD-4,,,,,,,,,MBD,,,MBD,MDF MUARA BADAK,SAMARINDA,6,,117.193993,-0.3224337
,,,,,GPON03-D6-MJW-2,,,,,,,,,MJW,MA5600T,HUAWEI,MJW,MUARA JAWA,BALIKPAPAN,6,,117.2391,-0.82653
,,,,,GPON03-D6-MLA-3MHU,,,,,,,,,MLA,C320v2,,MLA,MELAK,SAMARINDA,6,,115.81187,0.23602
,,,,,GPON03-D6-MLN-4TDP,,,,,,,,,MLN,AN5516-04,NOKIA,MLN,MALINAU,TARAKAN,6,,116.62068,3.58616
,,,,,GPON03-D6-MTW-4KDI,,,,,,,,,MTW,AN5516-04,NOKIA,MTW,MUARATEWEH,PALANGKARAYA,6,,114.8988,-0.95069
,,,,,GPON03-D6-NNK-4SNY,,,,,,,,,NNK,AN5516-04,NOKIA,NNK,NUNUKAN,TARAKAN,6,,117.64682,4.13893
,,,,,GPON03-D6-NPN-2BLB,,,,,,,,,NPN,,ZTE,NPN,NANGAPINOH,PONTIANAK,6,,111.74396,-0.33696
,,,,,GPON03-D6-PBU-4,,,,,,,,,PBU,AN5116-06B,NOKIA,PBU,PANGKALANBUN,PALANGKARAYA,6,,111.62866,-2.68802
,,,,,GPON03-D6-PLK-3,,,,,,,,,PLK,C300v2,NOKIA,PLK,PALANGKARAYA,PALANGKARAYA,6,,113.92055,-2.21405
,,,,,GPON03-D6-PLL-3,,,,,,,,,PLL,C320v2,CISCO,PLL,PALLIMA,SAMARINDA,6,,117.1145,-0.46172
